Date,Close Price
2020-04-23,39
2020-04-23,39
2020-04-24,39
2020-04-24,39
2020-04-27,39
2020-04-27,39
2020-04-28,39.97
2020-04-28,39.97
2020-04-29,39.97
2020-04-29,40.9
2020-04-30,40.9
2020-04-30,40.9
2020-05-01,40.9
2020-05-01,40.9
2020-05-04,40.7
2020-05-04,40.7
2020-05-05,40.7
2020-05-05,40.7
2020-05-06,40.7
2020-05-06,40.7
2020-05-07,40.7
2020-05-07,40.7
2020-05-08,40.7
2020-05-08,40.7
2020-05-11,41
2020-05-11,41
2020-05-12,41
2020-05-12,41
2020-05-13,41
2020-05-13,41
2020-05-14,40.5
2020-05-14,40.5
2020-05-15,40.5
2020-05-15,40.5
2020-05-18,40.5
2020-05-18,40.5
2020-05-19,40.5
2020-05-19,40.5
2020-05-20,40.5
2020-05-20,40.5
2020-05-21,40.5
2020-05-21,40.5
2020-05-22,40.5
2020-05-22,40.5
2020-05-25,40.5
2020-05-25,40.5
2020-05-26,40.5
2020-05-26,40.45
2020-05-27,40.45
2020-05-27,40.45
2020-05-28,40.5
2020-05-28,40.5
2020-05-29,40
2020-05-29,40
2020-06-01,40
2020-06-01,40
2020-06-02,40
2020-06-02,40
2020-06-03,40
2020-06-03,40
2020-06-04,40
2020-06-04,40
2020-06-08,40
2020-06-08,40
2020-06-09,40
2020-06-09,40
2020-06-10,40
2020-06-10,40
2020-06-11,40
2020-06-11,40
2020-06-12,40
2020-06-12,40
2020-06-15,40
2020-06-15,40
2020-06-16,40
2020-06-16,40
2020-06-17,40
2020-06-17,40
2020-06-18,39
2020-06-18,39
2020-06-19,39
2020-06-19,39
2020-06-22,39
2020-06-22,39
2020-06-23,39
2020-06-23,39
2020-06-24,39.97
2020-06-24,39.97
2020-06-25,39.97
2020-06-25,39.97
2020-06-26,39.97
2020-06-26,39.97
2020-06-29,39.97
2020-06-29,39.97
2020-07-01,39.97
2020-07-01,39.97
2020-07-02,39.97
2020-07-02,39.97
2020-07-03,39.5
2020-07-03,39.5
2020-07-06,39.97
2020-07-06,39.97
2020-07-07,39.97
2020-07-07,39.97
2020-07-08,39.97
2020-07-08,39.97
2020-07-09,40
2020-07-09,40
2020-07-10,40
2020-07-10,40
2020-07-13,40
2020-07-13,40
2020-07-14,40
2020-07-14,40
2020-07-15,40
2020-07-15,40
2020-07-16,40
2020-07-16,40
2020-07-17,40
2020-07-17,40
2020-07-20,40
2020-07-20,40
2020-07-21,40
2020-07-21,40
2020-07-22,40
2020-07-22,41
2020-07-23,41
2020-07-23,41
2020-07-27,41
2020-07-27,41
2020-07-28,40.5
2020-07-28,40
2020-07-29,40
2020-07-29,40
2020-07-30,40
2020-07-30,40
2020-07-31,40
2020-07-31,40
2020-08-03,40
2020-08-03,40
2020-08-04,40
2020-08-04,40
2020-08-05,40
2020-08-05,40
2020-08-06,40
2020-08-06,40
2020-08-07,40
2020-08-07,40
2020-08-10,40
2020-08-10,40
2020-08-10,40
2020-08-10,40
2020-08-10,40
2020-08-11,40
2020-08-11,40
2020-08-11,40
2020-08-11,40
2020-08-11,40
2020-08-12,40
2020-08-12,40
2020-08-12,40
2020-08-12,40
2020-08-12,40
2020-08-13,40
2020-08-13,40
2020-08-13,40
2020-08-13,40
2020-08-13,40
2020-08-14,40
2020-08-14,40
2020-08-14,40
2020-08-14,40
2020-08-14,40
2020-08-17,40
2020-08-17,40
2020-08-17,40
2020-08-17,40
2020-08-17,40
2020-08-18,40
2020-08-18,40
2020-08-18,40
2020-08-18,40
2020-08-18,40
2020-08-19,40
2020-08-19,40
2020-08-19,40
2020-08-19,40
2020-08-19,40
2020-08-20,40
2020-08-20,40
2020-08-20,40
2020-08-20,40
2020-08-20,40
2020-08-21,40
2020-08-21,40
2020-08-21,40
2020-08-21,40
2020-08-21,40
2020-08-24,40
2020-08-24,40
2020-08-24,40
2020-08-24,40
2020-08-24,40
2020-08-25,40
2020-08-25,40
2020-08-25,40
2020-08-25,40
2020-08-25,40
2020-08-26,40
2020-08-26,40
2020-08-26,40
2020-08-26,40
2020-08-26,40
2020-08-27,42
2020-08-27,42
2020-08-27,42
2020-08-27,42
2020-08-27,42
2020-08-28,42
2020-08-28,42
2020-08-28,42
2020-08-28,42
2020-08-28,42
2020-08-31,42
2020-08-31,42
2020-08-31,42
2020-08-31,42
2020-08-31,42
2020-09-01,42
2020-09-01,42
2020-09-01,42
2020-09-01,42
2020-09-01,42
2020-09-02,42
2020-09-02,42
2020-09-02,42
2020-09-02,42
2020-09-02,42
2020-09-03,42
2020-09-03,42
2020-09-03,42
2020-09-03,42
2020-09-03,42
2020-09-04,42
2020-09-04,42
2020-09-04,42
2020-09-04,42
2020-09-04,42
2020-09-07,42
2020-09-07,42
2020-09-07,42
2020-09-07,42
2020-09-07,42
2020-09-08,42
2020-09-08,42
2020-09-08,42
2020-09-08,42
2020-09-08,42
2020-09-09,42
2020-09-09,42
2020-09-09,42
2020-09-09,42
2020-09-09,42
2020-09-10,42
2020-09-10,42
2020-09-10,42
2020-09-10,42
2020-09-10,42
2020-09-11,42
2020-09-11,42
2020-09-11,42
2020-09-11,42
2020-09-11,42
2020-09-14,42
2020-09-14,42
2020-09-14,42
2020-09-14,42
2020-09-14,43
2020-09-15,43
2020-09-15,43
2020-09-15,43
2020-09-15,43
2020-09-15,43
2020-09-16,43
2020-09-16,43
2020-09-16,43
2020-09-16,43
2020-09-16,43
2020-09-17,43
2020-09-17,43.9
2020-09-17,43.9
2020-09-17,43.9
2020-09-17,43.9
2020-09-18,43.9
2020-09-18,43.9
2020-09-18,43.9
2020-09-18,43.9
2020-09-18,43.9
2020-09-21,43.9
2020-09-21,43.9
2020-09-21,43.9
2020-09-21,43.9
2020-09-21,43.9
2020-09-24,43.9
2020-09-24,43.9
2020-09-24,43.9
2020-09-24,43.9
2020-09-24,45
2020-09-25,45
2020-09-25,45
2020-09-25,45
2020-09-25,45
2020-09-25,45
2020-09-29,45
2020-09-29,45
2020-09-29,45
2020-09-29,45
2020-09-29,45
2020-09-30,45
2020-09-30,45
2020-09-30,45
2020-09-30,45
2020-09-30,45
2020-10-01,45
2020-10-01,45
2020-10-01,45
2020-10-01,44.5
2020-10-01,44.75
2020-10-02,44.75
2020-10-02,44.75
2020-10-02,44
2020-10-02,44
2020-10-02,44
2020-10-05,44
2020-10-05,44
2020-10-05,44
2020-10-05,44
2020-10-05,44
2020-10-06,44
2020-10-06,44
2020-10-06,44
2020-10-06,44
2020-10-06,44
2020-10-07,44
2020-10-07,44
2020-10-07,44
2020-10-07,44
2020-10-07,44
2020-10-08,44
2020-10-08,44
2020-10-08,44
2020-10-08,44
2020-10-08,44
2020-10-09,44
2020-10-09,44
2020-10-09,44
2020-10-09,44
2020-10-09,44
2020-10-12,44
2020-10-12,44
2020-10-12,44
2020-10-12,44
2020-10-12,44
2020-10-13,44
2020-10-13,44
2020-10-13,44
2020-10-13,44
2020-10-13,44
2020-10-14,44
2020-10-14,44
2020-10-14,44
2020-10-14,44
2020-10-14,44
2020-10-15,44
2020-10-15,44
2020-10-15,44
2020-10-15,44
2020-10-15,44
2020-10-16,44
2020-10-16,44
2020-10-16,44
2020-10-16,44
2020-10-16,44
2020-10-19,44
2020-10-19,44
2020-10-19,44
2020-10-19,44
2020-10-19,44
2020-10-20,44
2020-10-20,44
2020-10-20,44
2020-10-20,44
2020-10-20,44
2020-10-21,44
2020-10-21,44
2020-10-21,44
2020-10-21,44
2020-10-21,44
2020-10-22,44
2020-10-22,44
2020-10-22,44
2020-10-22,44
2020-10-22,44
2020-10-23,44
2020-10-23,44
2020-10-23,44
2020-10-23,44
2020-10-23,44
2020-10-27,44.7
2020-10-27,44.7
2020-10-27,44.7
2020-10-27,44.7
2020-10-27,44.7
2020-10-28,44.7
2020-10-28,44.7
2020-10-28,44.7
2020-10-28,44.7
2020-10-28,44.7
2020-10-29,44.7
2020-10-29,44.7
2020-10-29,44.7
2020-10-29,44.7
2020-10-29,44.7
2020-10-30,44.7
2020-10-30,44.7
2020-10-30,44.7
2020-10-30,44.7
2020-10-30,44.7
2020-11-02,44.7
2020-11-02,44.7
2020-11-02,44.7
2020-11-02,44.7
2020-11-02,44.7
2020-11-03,44.7
2020-11-03,44.7
2020-11-03,44.7
2020-11-03,44.7
2020-11-03,44.7
2020-11-04,44.7
2020-11-04,44.7
2020-11-04,45.1
2020-11-04,45.1
2020-11-04,45.1
2020-11-05,45.1
2020-11-05,45.1
2020-11-05,45.1
2020-11-05,45.1
2020-11-05,46.9
2020-11-06,46.9
2020-11-06,46.9
2020-11-06,46.9
2020-11-06,46.9
2020-11-06,46.9
2020-11-09,46.9
2020-11-09,46.9
2020-11-09,46.9
2020-11-09,46.9
2020-11-09,46.9
2020-11-10,46.9
2020-11-10,46.9
2020-11-10,46.9
2020-11-10,46.9
